DIVISION,DISTRICT,INSTITUTE_NAME,TYP_ID,MANAGEMENT,TYP,EDU_LEVEL,STUD_TYP,MPO,AREA,GEOGRPY,SECURITY_GUARD,HAVING_COMP_LAB,HAVING_ELECTRICITY,HAVING_SOLAR_PANEL,NUMBER_OF_MULTIMEDIA,TOTAL_COMPUTER,CC_CAMERA_NUM,INTERNET_YN,COMP_LAB_DAILY_USE_HR,TOTAL_LAB_COMPUTER,SSC_TOT_APP,SSC_TOT_PASS,CLASS_ROOM,CLASS_ROOM_MULTIMEDIA,PACKA,TOT_STU,FEM_STU,TOT_TEACHER,FEM_TEACHER,CAPEX,OPEX
Chattogram,Cumilla,KAWADI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,1,11,NO,YES,0,11,34,20,7,YES,3,323,156,8,2,1360000,2885500
Chattogram,Cumilla,KAWADI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,1,11,NO,YES,0,11,34,20,7,YES,3,323,156,8,2,1360000,2885500
Dhaka,Dhaka,BAOTHER MOMESA BEGUM HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,NO,Yes,YES,NO,1,0,NO,YES,2,8,41,40,9,YES,1,201,109,7,6,900000,2520000
Dhaka,Dhaka,BAOTHER MOMESA BEGUM HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,NO,Yes,YES,NO,1,0,NO,YES,2,8,41,40,9,YES,1,201,109,7,6,900000,2520000
Chattogram,Cumilla,HAZI MANIR UDDIN GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,1,1,NO,YES,3,11,37,37,5,YES,2,215,215,9,4,560000,3240500
Chattogram,Cumilla,HAZI MANIR UDDIN GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,1,1,NO,YES,3,11,37,37,5,YES,2,215,215,9,4,560000,3240500
Chattogram,Cumilla,MUGSHAIR AGARAGRAM HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,1,NO,YES,0,0,122,99,10,YES,2,765,398,14,3,1060000,5040500
Chattogram,Cumilla,DAYEM CHATI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,1,1,NO,YES,2,21,129,109,5,NO,2,902,649,11,3,560000,3960500
Chattogram,Cumilla,MEAH BAZAR LATIFUN NESA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,2,4,YES,YES,2,8,170,146,14,YES,3,"1,095",114,12,3,1640000,4322000
Chattogram,Cumilla,MEAH BAZAR LATIFUN NESA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,2,4,YES,YES,2,8,170,146,14,YES,3,"1,095",114,12,3,1640000,4322000
Dhaka,Dhaka,BENGALI MEDIUM HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,No,YES,YES,2,2,YES,YES,10,0,70,55,18,YES,2,918,532,25,9,1920000,9001000
Chattogram,Cumilla,LAL CHANDPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,1,1,NO,YES,4,11,56,38,8,YES,0,361,232,12,0,860000,4320500
Chattogram,Cumilla,MORKOTA RABEYA ARSAD JR  HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,0,0,NO,NO,0,0,16,11,6,NO,0,230,102,8,1,600000,2880000
Dhaka,Dhaka,ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,0,1,NO,YES,2,0,330,292,9,NO,3,"1,236",589,12,1,960000,4320500
Dhaka,Dhaka,AMSIMORE SESIP  MODEL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,0,NO,YES,3,0,281,257,9,YES,3,421,212,11,2,900000,3960000
Chattogram,Cumilla,BHIRALLA S.K. HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,0,1,YES,YES,0,0,87,67,6,NO,2,434,156,10,4,660000,3600500
Chattogram,Cumilla,BHIRALLA S.K. HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,0,1,YES,YES,0,0,87,67,6,NO,2,434,156,10,4,660000,3600500
Dhaka,Dhaka,NISCHINTAPUR DEWAN IDRIS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO, RURAL,PLAIN LAND,YES,No,NO,NO,0,0,NO,NO,0,0,247,189,6,NO,0,"1,712",888,13,3,600000,4680000
Chattogram,Cumilla,CHANDANPUR M A HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,3,3,YES,YES,2,21,93,92,12,YES,3,887,502,11,3,1380000,3961500
Chattogram,Cumilla,CHANDANPUR M A HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,3,3,YES,YES,2,21,93,92,12,YES,3,887,502,11,3,1380000,3961500
Chattogram,Cumilla,LALBAG ROWSHAN ASHRAF HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,5,NO,YES,3,0,49,42,7,NO,1,373,213,10,2,1000000,3602500
Chattogram,Cumilla,COMILLA MODERN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,25,18,YES,YES,10,21,"1,239","1,234",42,YES,4,"5,746","2,916",129,53,5280000,46449000
Chattogram,Cumilla,BANGORA UMALOCAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,1,0,YES,YES,5,7,240,203,17,YES,0,"1,467",765,24,5,1700000,8640000
Chattogram,Cumilla,BANGORA UMALOCAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,1,0,YES,YES,5,7,240,203,17,YES,0,"1,467",765,24,5,1700000,8640000
Chattogram,Cumilla,KADAIR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,1,NO,YES,4,0,76,68,5,,0,690,403,9,2,560000,3240500
Chattogram,Cumilla,"CANTONMENT BOARD GIRL'S HIGH SCHOOL, COMILLA",1,NON-GOVT.,School,Secondary ,GIRLS,NOT APPLICABLE,UPZILA SADAR BUT NOT MUNICIPALITY,PLAIN LAND,YES,Yes,YES,NO,3,4,NO,YES,2,20,117,117,5,NO,0,"1,613","1,366",29,9,740000,10442000
Chattogram,Cumilla,HAZI RUSTOM ALI GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,0,NO,YES,0,0,23,20,5,YES,0,150,150,5,1,500000,1800000
Chattogram,Cumilla,HAZI RUSTOM ALI GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,0,NO,YES,0,0,23,20,5,YES,0,150,150,5,1,500000,1800000
Dhaka,Dhaka,HAZARIBAG GIRLS HIGH SCHOOL AND COLLEGE(BM),1,NON-GOVT.,School,Secondary ,GIRLS,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,2,YES,YES,4,21,104,91,21,NO,5,"1,340","1,196",35,26,2220000,12601000
Dhaka,Dhaka,GANDARIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,1,2,YES,YES,2,10,268,223,32,YES,3,"1,585",662,46,28,3320000,16561000
Dhaka,Dhaka,GANDARIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,1,2,YES,YES,2,10,268,223,32,YES,3,"1,585",662,46,28,3320000,16561000
Dhaka,Dhaka,ALI HOSSAIN GIRLS HIGH SCHOOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,CityCorp,PLAIN LAND,NO,Yes,YES,NO,2,0,YES,YES,5,17,88,69,30,YES,0,307,307,8,4,3000000,2880000
Dhaka,Dhaka,HARA LAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,9,YES,YES,2,8,112,82,16,YES,5,701,307,13,3,2140000,4684500
Dhaka,Dhaka,NAKHALPARA HOSSAIN ALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,2,2,NO,YES,6,20,299,280,29,YES,4,"2,415","1,286",28,12,3020000,10081000
Chattogram,Cumilla,SHALBON HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,NO,Yes,YES,NO,1,1,NO,YES,1,5,35,31,8,YES,2,264,147,8,3,860000,2880500
Dhaka,Dhaka,MOTIJHEEL COLONY HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,4,39,YES,YES,3,47,177,133,29,YES,2,840,405,26,15,5240000,9379500
Dhaka,Dhaka,NATUN JURAIN K.M. MAINUDDIN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,22,YES,YES,2,21,197,180,25,YES,0,"1,107",678,17,7,3820000,6131000
Dhaka,Dhaka,NATUN JURAIN K.M. MAINUDDIN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,22,YES,YES,2,21,197,180,25,YES,0,"1,107",678,17,7,3820000,6131000
Chattogram,Cumilla,ROSE GARDEN INTER NATIONAL SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,NO,CityCorp,PLAIN LAND,YES,No,NO,NO,0,0,NO,NO,0,0,37,29,5,,0,927,493,14,8,500000,5040000
Chattogram,Cumilla,DIRGHA VOMI BANGABUNDU HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,2,NO,YES,0,0,100,85,5,NO,1,658,340,11,4,620000,3961000
Chattogram,Cumilla,DIRGHA VOMI BANGABUNDU HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,2,NO,YES,0,0,100,85,5,NO,1,658,340,11,4,620000,3961000
Chattogram,Cumilla,NALGHAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,2,18,NO,YES,3,17,67,60,1,YES,4,498,277,8,2,1180000,2889000
Chattogram,Cumilla,NALGHAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,2,18,NO,YES,3,17,67,60,1,YES,4,498,277,8,2,1180000,2889000
Dhaka,Dhaka,GOHAIL BARI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,2,NO,YES,0,0,160,156,9,NO,2,312,177,12,2,1020000,4321000
Dhaka,Dhaka,GOHAIL BARI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,2,NO,YES,0,0,160,156,9,NO,2,312,177,12,2,1020000,4321000
Chattogram,Cumilla,BELGHOR GOSAI  BAZAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,1,NO,NO,0,0,68,54,7,NO,0,506,317,10,1,760000,3600500
Dhaka,Dhaka,RAMPURA EKRAMUNNESSA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,BOYS,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,3,1,YES,YES,4,25,138,137,5,,0,781,,26,0,560000,9360500
Dhaka,Dhaka,GANOBHABAN GOVT. HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,C0-EDUCATION SEPARATE,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,25,NO,YES,0,21,232,217,22,YES,1,"1,700",855,48,39,3700000,17292500
Dhaka,Dhaka,KAZLAR PAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,No,YES,YES,2,2,YES,YES,1,0,136,131,19,YES,2,"1,105",616,20,9,2020000,7201000
Dhaka,Dhaka,KAZLAR PAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,No,YES,YES,2,2,YES,YES,1,0,136,131,19,YES,2,"1,105",616,20,9,2020000,7201000
Chattogram,Cumilla,MADHYAM BIJOYPUR ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,2,0,NO,YES,0,0,70,46,5,NO,0,497,333,9,4,500000,3240000
Chattogram,Cumilla,SURUJ MEMORIAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,2,NO,YES,2,0,81,60,14,YES,1,561,330,9,1,1520000,3241000
Chattogram,Cumilla,SURUJ MEMORIAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,2,NO,YES,2,0,81,60,14,YES,1,561,330,9,1,1520000,3241000
Chattogram,Cumilla,RANIR BAZAR SECONDARY SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,0,1,NO,NO,0,0,44,35,7,NO,1,333,163,10,1,760000,3600500
Chattogram,Cumilla,RANIR BAZAR SECONDARY SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,0,1,NO,NO,0,0,44,35,7,NO,1,333,163,10,1,760000,3600500
Dhaka,Dhaka,ALHAJ ABBAS UDDIN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,1,YES,YES,2,1,127,84,13,YES,1,749,373,16,6,1360000,5760500
Dhaka,Dhaka,GHOSHAIL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,NO,NO,0,4,NO,YES,0,0,77,65,9,YES,2,751,461,13,2,1140000,4682000
Dhaka,Dhaka,KHAGAIL GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,3,NO,YES,0,0,223,201,11,YES,2,526,238,13,2,1280000,4681500
Dhaka,Dhaka,B G PRESS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,No,YES,NO,1,0,NO,YES,4,1,123,95,16,YES,2,708,316,13,4,1600000,4680000
Dhaka,Dhaka,TAJ UDDIN ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,2,13,YES,YES,4,11,133,110,15,YES,3,"1,049",572,27,11,2280000,9726500
Dhaka,Dhaka,TAJ UDDIN ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,2,13,YES,YES,4,11,133,110,15,YES,3,"1,049",572,27,11,2280000,9726500
Chattogram,Cumilla,BATABARIA GIRL'S HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,CityCorp,PLAIN LAND,NO,No,YES,YES,1,2,NO,YES,2,0,43,30,6,NO,2,219,219,11,5,720000,3961000
Dhaka,Dhaka,DHANMONDI GOVT GIRLS HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,GIRLS,NOT APPLICABLE,CityCorp,PLAIN LAND,NO,Yes,YES,NO,5,3,YES,YES,4,45,195,191,15,YES,2,"1,006","1,006",24,21,1680000,8641500
Dhaka,Dhaka,ASHRAFABAD HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,23,YES,YES,2,14,420,331,29,YES,3,"2,217","1,248",49,17,4280000,17651500
Dhaka,Dhaka,EMARAT HOSSAIN ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,1,24,NO,YES,1,21,201,155,18,YES,0,706,245,21,8,3240000,7572000
Dhaka,Dhaka,EMARAT HOSSAIN ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,1,24,NO,YES,1,21,201,155,18,YES,0,706,245,21,8,3240000,7572000
Chattogram,Cumilla,NATHEPETUA MULT HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,1,1,NO,YES,3,6,77,46,15,YES,2,780,513,11,3,1560000,3960500
Dhaka,Dhaka,MATUAIL BAHUMUKHI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,3,4,YES,YES,2,20,283,274,41,YES,0,"2,126","1,086",24,10,4340000,8642000
Dhaka,Dhaka,DHANMONDI ROTARY CLUB GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,1,5,NO,YES,2,8,66,64,8,NO,1,349,349,10,5,1100000,3602500
Chattogram,Cumilla,DULALPUR S. M. & K. HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,2,0,NO,YES,0,0,144,122,13,YES,1,722,403,11,4,1300000,3960000
Chattogram,Cumilla,DULALPUR S. M. & K. HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,2,0,NO,YES,0,0,144,122,13,YES,1,722,403,11,4,1300000,3960000
Dhaka,Dhaka,TEJGAON GOVT. HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,C0-EDUCATION SEPARATE,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,0,YES,YES,6,40,216,211,48,YES,3,"2,084","1,062",43,30,4800000,15480000
Dhaka,Dhaka,TEJGAON GOVT. HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,C0-EDUCATION SEPARATE,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,0,YES,YES,6,40,216,211,48,YES,3,"2,084","1,062",43,30,4800000,15480000
Chattogram,Cumilla,BARA KESHTALA B.L.HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,1,NO,YES,1,0,73,51,7,YES,3,403,255,10,0,760000,3600500
Chattogram,Cumilla,LUTAR CHAR MOFIZUL ISLAM HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,RIVER SIDE/CHAR,YES,No,YES,YES,2,0,NO,YES,3,3,113,99,5,NO,0,625,297,9,2,500000,3240000
Dhaka,Dhaka,SHAILAN SURMA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,1,4,NO,YES,3,7,128,100,14,YES,4,843,398,9,2,1640000,3242000
Chattogram,Cumilla,UTTAR DA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,1,NO,NO,2,5,175,141,4,YES,1,"1,052",616,15,4,460000,5400500
Chattogram,Cumilla,UTTAR DA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,1,NO,NO,2,5,175,141,4,YES,1,"1,052",616,15,4,460000,5400500
Chattogram,Cumilla,NORHORIPUR  DEBPUR  HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,2,6,NO,YES,2,8,57,30,7,YES,0,320,212,8,2,1060000,2883000
Chattogram,Cumilla,NORHORIPUR  DEBPUR  HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,2,6,NO,YES,2,8,57,30,7,YES,0,320,212,8,2,1060000,2883000
Chattogram,Cumilla,DAUDKANDI POURASAVA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR MUNICIPALITY,RIVER SIDE/CHAR,YES,No,NO,NO,0,0,NO,NO,0,0,57,23,8,YES,2,670,350,8,2,800000,2880000
Chattogram,Cumilla,DULALPUR CHANDRAMONI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,3,3,YES,YES,6,17,264,247,25,YES,4,"1,849",952,23,6,2680000,8281500
Chattogram,Cumilla,DULALPUR CHANDRAMONI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,3,3,YES,YES,6,17,264,247,25,YES,4,"1,849",952,23,6,2680000,8281500
Chattogram,Cumilla,MADHABPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,0,NO,YES,0,0,152,114,5,NO,0,"1,285",792,16,3,500000,5760000
Dhaka,Dhaka,BAWANY HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,1,1,NO,YES,2,4,402,393,5,NO,0,"2,237","1,151",17,5,560000,6120500
Dhaka,Dhaka,BAWANY ADARSHA UCHCH BIDDYALAYA,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,4,NO,YES,10,2,64,63,5,,0,678,330,16,2,740000,5762000
Chattogram,Cumilla,PAYER KHOLA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,2,5,NO,YES,4,0,123,104,14,YES,3,770,354,12,6,1700000,4322500
Dhaka,Dhaka,BRIGHT SCHOOL AND COLLEGE,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,Yes,YES,NO,12,25,YES,YES,9,16,374,373,85,YES,2,"4,721","1,784",16,86,10000000,5772500
Dhaka,Dhaka,"KABI NAZRUL HIGH SCHOOL ,KERANIGONJ",1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,1,12,NO,YES,2,11,71,59,14,YES,3,918,482,13,3,2120000,4686000
Chattogram,Cumilla,ALKARA HAFIZUL ISLAM CHOWDHURY HISH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,1,NO,YES,3,0,74,58,9,YES,0,363,213,10,0,960000,3600500
Chattogram,Cumilla,ALKARA HAFIZUL ISLAM CHOWDHURY HISH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,1,NO,YES,3,0,74,58,9,YES,0,363,213,10,0,960000,3600500
Chattogram,Cumilla,BARADUSHIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,0,NO,YES,0,0,107,65,12,NO,2,673,378,7,3,1200000,2520000
Dhaka,Dhaka,NARISHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,1,NO,YES,0,0,77,61,1,YES,4,564,297,18,4,160000,6480500
Dhaka,Dhaka,NARISHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,1,NO,YES,0,0,77,61,1,YES,4,564,297,18,4,160000,6480500
Dhaka,Dhaka,MAHIUDDIN BADAL COLLEGIATE SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,No,YES,NO,0,0,YES,YES,0,0,81,81,12,NO,0,"1,012",517,25,14,1200000,9000000
Chattogram,Cumilla,MEAH BAZAR TOSHAN RAFIQ GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,2,NO,YES,3,0,116,89,9,YES,0,931,931,17,9,1020000,6121000
Chattogram,Cumilla,MEAH BAZAR TOSHAN RAFIQ GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,2,NO,YES,3,0,116,89,9,YES,0,931,931,17,9,1020000,6121000
